iso_name,rx_name,ref_name,fold,titer,month,infection,num_result,variant
Beta,CP,Cantoni21,2.1,196.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,1.1,1795.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,2.2,939.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,4.9,421.0,1,infected,1,Gamma
Beta,CP,Cantoni21,8.2,250.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,1.3,928.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,1.1,1148.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,4.9,248.0,1,infected,1,Gamma
Beta,CP,Cantoni21,4.6,267.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,0.9,1309.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,0.8,1467.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,10.1,121.0,1,infected,1,Gamma
Beta,CP,Cantoni21,8.8,139.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,1.1,3079.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,2.0,1737.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,5.6,607.0,1,infected,1,Gamma
Beta,CP,Cantoni21,3.8,898.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,1.0,1.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,1.0,1.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,1.0,1.0,1,infected,1,Gamma
Beta,CP,Cantoni21,1.0,1.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,1.0,1.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,1.0,1.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,1.0,1.0,1,infected,1,Gamma
Beta,CP,Cantoni21,1.0,1.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,0.1,56.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,1.0,1.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,1.0,1.0,1,infected,1,Gamma
Beta,CP,Cantoni21,1.0,1.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,1.0,1.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,1.0,1.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,1.0,1.0,1,infected,1,Gamma
Beta,CP,Cantoni21,1.0,1.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,1.0,1.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,1.0,1.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,1.0,1.0,1,infected,1,Gamma
Beta,CP,Cantoni21,1.0,1.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,1.0,1.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,1.0,1.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,1.0,1.0,1,infected,1,Gamma
Beta,CP,Cantoni21,1.0,1.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,1.0,1.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,1.0,1.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,1.0,1.0,1,infected,1,Gamma
Beta,CP,Cantoni21,1.0,1.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,0.1,42.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,1.0,1.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,1.0,1.0,1,infected,1,Gamma
Beta,CP,Cantoni21,1.0,1.0,1,infected,1,Beta
B.1.1.298,CP,Cantoni21,0.1,53.0,1,infected,1,B.1.1.298
Alpha,CP,Cantoni21,1.0,1.0,1,infected,1,Alpha
Gamma,CP,Cantoni21,1.0,1.0,1,infected,1,Gamma
Beta,CP,Cantoni21,1.0,1.0,1,infected,1,Beta
Beta,CP,Cele21,5.4,49.0,1,infected,1,Beta
Beta,CP,Cele21,26.5,10.0,1,infected,1,Beta
Beta,CP,Cele21,3.8,47.0,1,infected,1,Beta
Beta,CP,Cele21,6.0,31.0,1,infected,1,Beta
Beta,CP,Cele21,8.7,9.0,1,infected,1,Beta
Beta,CP,Cele21,0.3,806.0,1,infected,1,Beta
Beta,CP,Cele21,0.2,727.0,1,infected,1,Beta
Beta,CP,Cele21,0.1,678.0,1,infected,1,Beta
Beta,CP,Cele21,0.3,604.0,1,infected,1,Beta
Beta,CP,Cele21,0.6,509.0,1,infected,1,Beta
Beta,CP,Cele21,3.2,182.0,1,infected,1,Beta
Beta,CP,Cele21,14.2,42.0,1,infected,1,Beta
Beta,CP,Cele21,8.0,68.0,1,infected,1,Beta
Beta,CP,Cele21,8.5,50.0,1,infected,1,Beta
Beta,CP,Cele21,16.0,26.0,1,infected,1,Beta
Beta,CP,Cele21,4.2,67.0,1,infected,1,Beta
Beta,CP,Cele21,0.2,485.0,1,infected,1,Beta
Beta,CP,Cele21,0.6,7303.0,1,infected,1,Beta
Beta,CP,Cele21,8.6,95.0,1,infected,1,Beta
Beta,CP,Cele21,57.3,12.5,1,infected,1,Beta
B.1.1.117,CP,Cele21,3.6,169.0,1,infected,1,B.1.1.117
B.1.1.117,CP,Cele21,7.2,94.0,1,infected,1,B.1.1.117
B.1.1.117,CP,Cele21,6.5,112.0,1,infected,1,B.1.1.117
B.1.1.117,CP,Cele21,3.1,263.0,1,infected,1,B.1.1.117
B.1.1.117,CP,Cele21,1.6,320.0,1,infected,1,B.1.1.117
B.1.1.117,CP,Cele21,5.2,93.0,1,infected,1,B.1.1.117
Gamma,CP,Chen21,10.4,58.0,1,infected,1,Gamma
Alpha,CP,Chen21,0.7,67.0,1,infected,1,Alpha
Gamma,CP,Chen21,4.3,50.0,1,infected,1,Gamma
Gamma,CP,Chen21,1.4,79.0,1,infected,1,Gamma
Gamma,CP,Chen21,5.5,71.0,1,infected,1,Gamma
Alpha,CP,Chen21,0.7,60.0,1,infected,1,Alpha
Beta,CP,Chen21,4.3,10.0,1,infected,1,Beta
Alpha,CP,Chen21,1.9,98.0,1,infected,1,Alpha
Beta,CP,Chen21,5.9,31.0,1,infected,1,Beta
Alpha,CP,Chen21,1.0,93.0,1,infected,1,Alpha
Beta,CP,Chen21,2.9,33.0,1,infected,1,Beta
Alpha,CP,Chen21,1.2,235.0,1,infected,1,Alpha
Beta,CP,Chen21,6.5,44.0,1,infected,1,Beta
Alpha,CP,Chen21,1.7,257.0,1,infected,1,Alpha
Beta,CP,Chen21,4.4,99.0,1,infected,1,Beta
Alpha,CP,Chen21,0.5,280.0,1,infected,1,Alpha
Beta,CP,Chen21,2.4,62.0,1,infected,1,Beta
Beta,CP,Chen21,4.4,10.0,1,infected,1,Beta
Alpha,CP,Chen21,1.4,130.0,1,infected,1,Alpha
Beta,CP,Chen21,2.7,67.0,1,infected,1,Beta
Alpha,CP,Chen21,2.5,45.0,1,infected,1,Alpha
Beta,CP,Chen21,11.4,10.0,1,infected,1,Beta
Alpha,CP,Chen21,2.2,155.0,1,infected,1,Alpha
Beta,CP,Chen21,6.0,56.0,1,infected,1,Beta
Alpha,CP,Chen21,1.7,2172.0,1,infected,1,Alpha
Beta,CP,Chen21,67.2,56.0,1,infected,1,Beta
Alpha,CP,Chen21,1.5,152.0,1,infected,1,Alpha
Beta,CP,Chen21,22.3,10.0,1,infected,1,Beta
Alpha,CP,Chen21,2.0,152.0,1,infected,1,Alpha
Beta,CP,Chen21,31.1,10.0,1,infected,1,Beta
Alpha,CP,Chen21,1.3,65.0,1,infected,1,Alpha
Beta,CP,Chen21,1.9,44.0,1,infected,1,Beta
Alpha,CP,Chen21,0.5,700.0,1,infected,1,Alpha
Beta,CP,Chen21,2.7,123.0,1,infected,1,Beta
Alpha,CP,Chen21,1.9,35.0,1,infected,1,Alpha
Beta,CP,Chen21,3.0,23.0,1,infected,1,Beta
Alpha,CP,Chen21,1.2,106.0,1,infected,1,Alpha
Beta,CP,Chen21,3.4,38.0,1,infected,1,Beta
Alpha,CP,Chen21,0.9,124.0,1,infected,1,Alpha
Beta,CP,Chen21,2.9,38.0,1,infected,1,Beta
Alpha,CP,Chen21,5.8,21.0,1,infected,1,Alpha
Beta,CP,Chen21,4.4,28.0,1,infected,1,Beta
Gamma,CP,Chen21,1.6,50.0,1,infected,1,Gamma
Gamma,CP,Chen21,2.2,138.0,1,infected,1,Gamma
Gamma,CP,Chen21,2.5,1380.0,1,infected,1,Gamma
Gamma,CP,Chen21,1.1,50.0,1,infected,1,Gamma
Gamma,CP,Chen21,2.0,568.0,1,infected,1,Gamma
Gamma,CP,Chen21,1.5,50.0,1,infected,1,Gamma
Alpha,CP,Collier21,0.7,82.0,1,infected,1,Alpha
Alpha,CP,Collier21,19.4,5.0,1,infected,1,Alpha
Alpha,CP,Collier21,1.7,30570.0,1,infected,1,Alpha
Alpha,CP,Collier21,9.0,2036.0,1,infected,1,Alpha
Alpha,CP,Collier21,4.6,2857.0,1,infected,1,Alpha
Alpha,CP,Collier21,3.3,2036.0,1,infected,1,Alpha
Alpha,CP,Collier21,5.4,1225.0,1,infected,1,Alpha
Alpha,CP,Collier21,3.3,1719.0,1,infected,1,Alpha
Alpha,CP,Collier21,1.4,3384.0,1,infected,1,Alpha
Alpha,CP,Collier21,2.0,2412.0,1,infected,1,Alpha
Alpha,CP,Collier21,3.9,1225.0,1,infected,1,Alpha
Alpha,CP,Collier21,4.6,1034.0,1,infected,1,Alpha
Alpha,CP,Collier21,0.5,4008.0,1,infected,1,Alpha
Alpha,CP,Collier21,1.7,1225.0,1,infected,1,Alpha
Alpha,CP,Collier21,1.4,1225.0,1,infected,1,Alpha
Alpha,CP,Collier21,2.0,873.0,1,infected,1,Alpha
Alpha,CP,Collier21,6.4,161.0,1,infected,1,Alpha
Alpha,CP,Collier21,1.0,873.0,1,infected,1,Alpha
Alpha,CP,Collier21,1.2,526.0,1,infected,1,Alpha
Alpha,CP,Collier21,2.0,316.0,1,infected,1,Alpha
Alpha,CP,Collier21,2.3,225.0,1,infected,1,Alpha
Alpha,CP,Collier21,0.5,737.0,1,infected,1,Alpha
Alpha,CP,Collier21,1.7,225.0,1,infected,1,Alpha
Alpha,CP,Collier21,3.9,82.0,1,infected,1,Alpha
Alpha,CP,Collier21,2.8,97.0,1,infected,1,Alpha
Alpha,CP,Collier21,2.8,41.0,1,infected,1,Alpha
Alpha,CP,Collier21,2.0,49.0,1,infected,1,Alpha
Gamma,CP,Dejnirattisai21,0.1,67.0,1,infected,1,Gamma
Gamma,CP,Dejnirattisai21,2.4,25.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,14.1,49.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,3.0,173.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,1.1,356.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,3.5,105.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,2.3,556.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,3.4,80.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,2.8,223.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,5.3,126.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,3.6,34.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,3.4,30.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,4.6,74.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,1.4,240.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,4.6,95.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,2.0,3261.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,1.1,39.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,12.8,87.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,3.8,64.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,2.9,10.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,1.1,136.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,3.0,165.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,1.8,241.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,4.6,83.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,4.2,390.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,2.8,322.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,2.3,825.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,7.1,206.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,4.5,81.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,2.8,1010.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,2.3,477.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,3.0,274.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,3.0,130.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,5.5,207.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,3.4,201.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,3.8,116.0,1,infected,1,Gamma
Gamma,CP,Dejnirattisai21,2.8,48440.0,1,infected,1,Gamma
Gamma,CP,Dejnirattisai21,1.9,787.0,>=2,infected,1,Gamma
Gamma,CP,Dejnirattisai21,1.4,259.0,1,infected,1,Gamma
Gamma,CP,Dejnirattisai21,8.4,267.0,1,infected,1,Gamma
Gamma,CP,Dejnirattisai21,1.3,2261.0,1,infected,1,Gamma
Gamma,CP,Dejnirattisai21,1.1,861.0,1,infected,1,Gamma
Gamma,CP,Dejnirattisai21,4.3,861.0,1,infected,1,Gamma
Gamma,CP,Dejnirattisai21,2.0,1116.0,1,infected,1,Gamma
Gamma,CP,Dejnirattisai21,10.1,168.0,1,infected,1,Gamma
Gamma,CP,Dejnirattisai21,0.4,414.0,1,infected,1,Gamma
Epsilon,CP,Deng21,16.0,50.0,1,infected,1,Epsilon
Epsilon,CP,Deng21,16.0,50.0,>=2,infected,1,Epsilon
Epsilon,CP,Deng21,2.0,1600.0,1,infected,1,Epsilon
Epsilon,CP,Deng21,8.0,400.0,1,infected,1,Epsilon
Epsilon,CP,Deng21,4.0,800.0,>=2,infected,1,Epsilon
Epsilon,CP,Deng21,16.0,40.0,>=2,infected,1,Epsilon
B.1,CP,Deng21,4.0,160.0,>=2,infected,1,B.1
Epsilon,CP,Deng21,2.0,160.0,>=2,infected,1,Epsilon
B.1,CP,Deng21,1.0,320.0,>=2,infected,1,B.1
Epsilon,CP,Deng21,1.0,3200.0,>=2,infected,1,Epsilon
Epsilon,CP,Deng21,4.0,200.0,>=2,infected,1,Epsilon
Epsilon,CP,Deng21,8.0,50.0,1,infected,1,Epsilon
Epsilon,CP,Deng21,16.0,50.0,>=2,infected,1,Epsilon
B.1,CP,Deng21,1.0,800.0,>=2,infected,1,B.1
Epsilon,CP,Deng21,16.0,50.0,1,infected,1,Epsilon
B.1,CP,Deng21,1.0,800.0,1,infected,1,B.1
Epsilon,CP,Deng21,2.0,1600.0,1,infected,1,Epsilon
B.1,CP,Deng21,1.0,3200.0,1,infected,1,B.1
Epsilon,CP,Deng21,8.0,400.0,1,infected,1,Epsilon
B.1,CP,Deng21,1.0,3200.0,1,infected,1,B.1
Epsilon,CP,Deng21,1.0,2560.0,>=2,infected,1,Epsilon
B.1,CP,Deng21,1.0,2560.0,>=2,infected,1,B.1
Epsilon,CP,Deng21,2.0,640.0,1,infected,1,Epsilon
B.1,CP,Deng21,0.5,2560.0,1,infected,1,B.1
Epsilon,CP,Deng21,12.8,50.0,1,infected,1,Epsilon
B.1,CP,Deng21,2.0,320.0,1,infected,1,B.1
Epsilon,CP,Deng21,4.0,320.0,1,infected,1,Epsilon
B.1,CP,Deng21,0.5,2560.0,1,infected,1,B.1
Epsilon,CP,Deng21,8.0,160.0,>=2,infected,1,Epsilon
B.1,CP,Deng21,2.0,640.0,>=2,infected,1,B.1
Epsilon,CP,Deng21,2.0,640.0,1,infected,1,Epsilon
B.1,CP,Deng21,1.0,1280.0,1,infected,1,B.1
Epsilon,CP,Deng21,2.0,640.0,>=2,infected,1,Epsilon
B.1,CP,Deng21,0.5,2560.0,>=2,infected,1,B.1
Epsilon,CP,Deng21,6.4,50.0,>=2,infected,1,Epsilon
B.1,CP,Deng21,1.0,320.0,>=2,infected,1,B.1
Gamma,CP,deSouza21,1.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,1.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,22.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,7.3,30.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,16.0,35.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,9.3,60.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,12.6,35.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,9.8,45.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,6.4,50.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,32.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,5.3,60.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,12.8,25.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,32.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,32.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,10.9,95.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,34.7,30.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,13.3,30.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,40.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,18.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,18.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,4.7,55.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,4.7,55.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,21.3,120.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,8.0,320.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,12.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,12.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,9.0,10.0,1,infected,1,Gamma
Gamma,CP,deSouza21,1.5,60.0,1,infected,1,Gamma
Gamma,CP,deSouza21,11.0,10.0,1,infected,1,Gamma
Gamma,CP,deSouza21,11.0,10.0,1,infected,1,Gamma
Gamma,CP,deSouza21,160.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,160.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,10.3,35.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,9.0,40.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,18.0,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,6.0,30.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,10.5,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,10.5,10.0,>=2,infected,1,Gamma
Gamma,CP,deSouza21,5.3,30.0,1,infected,1,Gamma
Gamma,CP,deSouza21,4.6,35.0,1,infected,1,Gamma
Gamma,CP,deSouza21,6.0,40.0,1,infected,1,Gamma
Gamma,CP,deSouza21,3.4,70.0,1,infected,1,Gamma
Gamma,CP,Dupont21,1.8,4013.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,3.7,1988.0,>=2,infected,1,Beta
B,CP,Dupont21,1.7,4264.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.4,742.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,1.3,814.0,>=2,infected,1,Beta
B,CP,Dupont21,1.3,795.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.6,24583.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,2.0,19339.0,>=2,infected,1,Beta
B,CP,Dupont21,1.4,27045.0,>=2,infected,1,B
Gamma,CP,Dupont21,2.6,1125.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,9.0,319.0,>=2,infected,1,Beta
B,CP,Dupont21,1.0,2837.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.9,4203.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,6.0,646.0,>=2,infected,1,Beta
B,CP,Dupont21,3.0,1307.0,>=2,infected,1,B
Gamma,CP,Dupont21,4.6,1959.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,18.0,501.0,>=2,infected,1,Beta
B,CP,Dupont21,1.7,5175.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.4,1662.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,8.4,278.0,>=2,infected,1,Beta
B,CP,Dupont21,3.5,661.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.0,682.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,13.5,49.0,>=2,infected,1,Beta
B,CP,Dupont21,5.7,115.0,>=2,infected,1,B
Gamma,CP,Dupont21,2.0,1988.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,5.2,759.0,>=2,infected,1,Beta
B,CP,Dupont21,0.8,4984.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.1,3711.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,15.6,274.0,>=2,infected,1,Beta
B,CP,Dupont21,4.1,1049.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.0,3076.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,6.1,520.0,>=2,infected,1,Beta
B,CP,Dupont21,1.4,2199.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.5,1959.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,2.8,359.0,>=2,infected,1,Beta
B,CP,Dupont21,1.0,1025.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.7,4870.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,10.7,334.0,>=2,infected,1,Beta
B,CP,Dupont21,1.2,2971.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.4,334.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,4.0,114.0,>=2,infected,1,Beta
B,CP,Dupont21,0.7,682.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.5,4013.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,3.7,489.0,>=2,infected,1,Beta
B,CP,Dupont21,1.3,1401.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.5,520.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,3.0,256.0,>=2,infected,1,Beta
B,CP,Dupont21,1.4,549.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.7,12177.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,1.4,6227.0,>=2,infected,1,Beta
B,CP,Dupont21,0.7,13631.0,>=2,infected,1,B
Gamma,CP,Dupont21,3.1,1263.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,13.8,281.0,>=2,infected,1,Beta
B,CP,Dupont21,3.3,1161.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.7,5726.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,3.8,1025.0,>=2,infected,1,Beta
B,CP,Dupont21,0.7,5235.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.0,9889.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,16.8,590.0,>=2,infected,1,Beta
B,CP,Dupont21,10.2,968.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.0,4351.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,8.5,512.0,>=2,infected,1,Beta
B,CP,Dupont21,5.3,823.0,>=2,infected,1,B
Gamma,CP,Dupont21,2.0,312.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,50.5,12.5,>=2,infected,1,Beta
B,CP,Dupont21,2.3,274.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.2,2677.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,8.9,351.0,>=2,infected,1,Beta
B,CP,Dupont21,3.1,1011.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.1,3040.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,4.8,700.0,>=2,infected,1,Beta
B,CP,Dupont21,1.4,2324.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.5,18305.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,3.9,2469.0,>=2,infected,1,Beta
B,CP,Dupont21,0.6,15346.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.1,3364.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,6.6,562.0,>=2,infected,1,Beta
B,CP,Dupont21,1.9,2005.0,>=2,infected,1,B
Gamma,CP,Dupont21,3.2,2100.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,7.7,872.0,>=2,infected,1,Beta
B,CP,Dupont21,2.3,2845.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.9,2836.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,9.3,274.0,>=2,infected,1,Beta
B,CP,Dupont21,1.3,1959.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.9,616.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,1.9,290.0,>=2,infected,1,Beta
B,CP,Dupont21,3.5,158.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.0,1178.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,5.4,220.0,>=2,infected,1,Beta
B,CP,Dupont21,2.7,429.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.9,1405.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,12.8,101.0,>=2,infected,1,Beta
B,CP,Dupont21,1.0,1263.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.7,3921.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,14.1,192.0,>=2,infected,1,Beta
B,CP,Dupont21,1.9,1450.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.3,7492.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,3.2,2997.0,>=2,infected,1,Beta
B,CP,Dupont21,1.5,6447.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.0,12.5,>=2,infected,1,Gamma
Beta,CP,Dupont21,0.2,61.0,>=2,infected,1,Beta
B,CP,Dupont21,1.0,12.5,>=2,infected,1,B
Gamma,CP,Dupont21,1.0,12.5,>=2,infected,1,Gamma
Beta,CP,Dupont21,1.0,12.5,>=2,infected,1,Beta
B,CP,Dupont21,0.1,549.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.4,1920.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,4.0,185.0,>=2,infected,1,Beta
B,CP,Dupont21,1.0,733.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.9,484.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,5.8,157.0,>=2,infected,1,Beta
B,CP,Dupont21,1.8,501.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.7,1705.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,1.6,750.0,>=2,infected,1,Beta
B,CP,Dupont21,0.5,2378.0,>=2,infected,1,B
Gamma,CP,Dupont21,1.7,935.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,7.1,223.0,>=2,infected,1,Beta
B,CP,Dupont21,1.7,935.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.6,5945.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,7.6,471.0,>=2,infected,1,Beta
B,CP,Dupont21,3.5,1011.0,>=2,infected,1,B
Gamma,CP,Dupont21,0.7,3493.0,>=2,infected,1,Gamma
Beta,CP,Dupont21,6.0,412.0,>=2,infected,1,Beta
B,CP,Dupont21,0.8,2971.0,>=2,infected,1,B
